province,Name,Architectural_style,Era,Longitude,Latitude,Summary,Image,Contact Info,Opening Hours,Link
北京市,清陆军部和海军部旧址,近现代重要史迹及代表性建筑,清,116.4088488,39.93230712,,,,,
北京市,柏林寺,古建筑,清,116.4136205,39.94439896,,,,,
北京市,亚斯立堂,近现代重要史迹及代表性建筑,清,116.4140877,39.90127241,,,,,
北京市,袁崇焕墓和祠,古墓葬,明至民国,116.4316653,39.89357523,,,,,
北京市,日坛,古建筑,明至清,116.4372889,39.91562457,,,,,
北京市,戒台寺,古建筑,辽－清,116.0798481,39.86849739,,,,,
北京市,觉生寺,古建筑,清,116.3318658,39.9666375,,,,,
北京市,历代帝王庙,古建筑,明、清,116.3612126,39.92269025,,,,,
北京市,南堂,古建筑,清,116.3689114,39.89894951,,,,,
北京市,大高玄殿,古建筑,明,116.3870157,39.92198913,,,,,
北京市,北京鼓楼、钟楼,古建筑,明、清,116.3897023,39.9393661,,,,,
北京市,北京东岳庙,古建筑,元－清,116.4378761,39.92489325,,,,,
