Name,Summary,Image,Contact Info,Ticket Prices,Opening Hours,Latitude,Longitude,Link
北京柏林寺,"柏林寺位于北京东城区雍和宫大街戏楼胡同1号，建于元至正七年(公元1347年)，明清两代均有修葺和增建，清康熙帝曾题额""万古柏林""。寺内保存的《龙藏》经版，是中国释藏中现存的唯一木刻经版。
　　</br>2006年05月25日，柏林寺作为清代古建筑，被国务院批准列入第六批全国重点文物保护单位名单。
　　</br>柏林寺创建于元顺帝至正七年(1347)，明洪武元年(1368)修建北京城北墙时将柏林寺分为两部分，城内的称南柏林寺，城外的称北柏林寺。
　　</br>明清之际，寺为北京八大寺庙之一(八大寺庙：东城柏林寺、贤良寺，西城广济寺、广化寺、嘉兴寺、拈花寺、南城法源寺、长椿寺)，规模、占地均非常可观。明以后，城外北柏林寺日趋衰败，南柏林寺遂称京城柏林寺。
　　</br>寺于明正统十二年(1447)重建，明宣德年间、及清康熙、乾隆年间曾三次大规模重修，其中康熙五十二年(1713)的重修，是为庆祝康熙60寿辰，由雍亲王胤禛主持重修，规模宏大，盛况空前。
　　</br>解放后，辟为北京图书馆善本书馆，再后为中央文化管理干部学院培训研究中心占用。1984年，被公布为市文物保护单位。",https://r1.visitbeijing.com.cn/vbj-s/2015/1120/20151120043549106.jpg,64045080,,开放时间：9:00--16:30,39.946047,116.420079,https://s.visitbeijing.com.cn/attraction/118453
文天祥祠,"北京文天祥祠:又名文丞相祠,坐落在东城区府学胡同63号,是南宋民族英雄文天祥当年遭囚禁和就义的地方。1376年明洪武九年建祠,现存大门、前殿、后殿。 江心寺文天祥祠:位于浙江温州江心屿。祠建于明成化十八年(1482年)文天祥就义200周年,占地面积821平方米。信国公文天祥祠:位于深圳南山区南头城现中山东路15号,是清嘉庆年间为纪念民族英雄文天祥修建的一座祠堂。这座具有纪念意义的古迹,是南头城中保存最为完整并规模最大的古建筑。南通文天祥祠:位于南通市东华塔陵园东侧。2008年,崇川区政府恢复重建了文天祥祠。
文天祥,字履善,号文山,南宋德佑二年(1276年)任右丞相。1278年元兵进犯,奋力抗元,后兵败被俘,掳至大都,囚禁在兵马司土牢达四年。文天祥面对元统治者的软硬兼施、恩威并用毫不动摇,誓死不降,在狱中写下了千古不朽的正气歌,凛然正气表现了他的民族气节。
北京文天祥祠坐落在东城区府学胡同63号,明清两代为祭祀南宋抗元英雄文天祥 ,将当年文天祥被囚禁的土牢旧址扩大改建而成,至今仍保持明代的建筑风格。1984年10月对外开放。祠堂坐南,由大门、过厅、堂屋等三部分组成,面积近600平方",https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328101932311.jpg,6401 4968,,,39.936031,116.410426,https://s.visitbeijing.com.cn/attraction/118155
明瑞府（寿恩固伦公主府）（六公主府）,"明瑞府别称有寿恩固伦公主府和六公主府，即内务部街11号四合院，是一组坐北朝南的大型宅院。从东大门出入。位于街东部，东临朝阳门南小街，西靠东花厅胡同。此宅原为清乾隆时定边右副将军，一等诚嘉毅勇公明瑞的府邸，道光十四年（1834年）其曾孙景庆袭爵，道光二十五年（1845年）宣宗六女下嫁景庆之弟景寿，故又称“六公主府”。咸丰六年景寿袭爵，光绪十五年（1889年）景寿子麟光袭爵并继承此府。民国后，为盐业银行经理购得。现为单位宿舍。
该院坐北朝南，占地广大。虽有公主下嫁，但寿恩固伦公主并未另赐府第，因之此宅只能是公爵府邸的规制。宅院为住宅和花园南北两部分，住宅又有四路组成，街北并列四座宅门，原均为广亮大门，有三座已封堵，11号改为如意门。从东到西倒座房为二十三间，硬山合瓦清水脊。门内均有通向各院的随墙门和独立影壁；现11号院屋宇高大，有四进院落，为主院。入一殿一卷垂花门，二进院至四进院均抄手游廊环绕。前过厅堂五间，前出廊，后出三间悬山式抱厦，正房三间，东西耳房各二间，为双卷勾连搭；北房五间，前出廊。此院均为大式硬山筒瓦过垄脊，戗檐砖雕，箍头彩画，是接待宾客和礼仪之场所。东路四进院落，影壁已无，",https://r1.visitbeijing.com.cn/vbj-s/2013/0106/20130106110125738.jpg,010-65130828,,,39.928359,116.416334,https://s.visitbeijing.com.cn/attraction/118054
北京成贤街,"国子监街，在北京市东城区安定门内，是一条东西向的胡同。清代名“成贤街”，因孔庙和国子监在此而得名，又称国子监胡同。是北京城内现存不多的古老街道之一，它那巍然耸立的牌楼，夹道的老槐树，亭亭如盖的绿荫笼罩的古老房屋都体现了老北京街道的面貌。还有，成贤街是条很有文化底蕴的街，占尽了金陵的“文气”。六朝时期这里是宫苑的所在，文人学士为讨皇帝的习好，终日与被册封为“大学士”的宫女醉生梦死，被唐代大诗人李商隐讥讽为“满宫学士皆颜色，江令当年只废才”，落下千古笑柄。
街上共有四座过街牌楼，街东西口各一座，横额上题“成贤街”，国子监左右各一座，横额上题“国子监”两侧路北均有石碑，用满汉文镌刻“文武官员到此下马”。",https://r1.visitbeijing.com.cn/vbj-s/2013/0105/20130105111714579.jpg,,,,39.945074,116.415579,https://s.visitbeijing.com.cn/attraction/118048
地坛公园,"地坛又称方泽坛，是古都北京五坛中的第二大坛。始建于明代嘉靖九年(公元1530年)是明清两朝帝王祭祀“皇地祇神”的场所，也是我国现存的最大的祭地之坛。坛内总面积37.4公顷，呈方型，整个建筑从整体到局部都是遵照我国古代“天圆地方”、“天青地黄”、“天南地北”、“龙凤”、“乾坤”等传统和象征传说构思设计的。地坛现存有方泽坛、皇祇室、宰牲亭、斋宫、神库等古建筑。
地坛公园位于北京市安定门外大街东侧,依邻北二环与雍和宫隔河相望。1990年建成的北京蜡像馆设在斋宫内。始建时，坛外辟有护坛一千四百七十六亩，坛内总面积六百四十亩。现为北京市文物保护单位。
地坛公园占地面积37.4公顷年游人量五六百万人次，是一座历史悠久，庄严肃穆，闻名遐尔的皇家坛庙园林。公园的前身地坛，又称方泽坛。建于明代嘉靖九年，即公元1530年，是明清两帝祭地的场所，也是我国最大且是唯一现存的祭地之坛。
地坛现存方泽坛、皇祗室、宰牲亭、斋宫、神库等古建筑。
西门牌楼高大雄伟壮观，是根据清代乾隆时所建式样重新修建的，建设规模居北京市牌楼之最。绿色的琉璃瓦面，绘以单凤图，双凤图和牡丹图案，正面中心有地坛二字，背面核心有广厚街",https://r1.visitbeijing.com.cn/vbj-s/2019/0612/20190612034041897.jpg,"010-64214657,010-84257506",,06:00-21:30 (5月1日-10月31日 周一-周日)06:00-20:30 (11月1日-次年4月30日 周一-周日),39.954184,116.409338,https://s.visitbeijing.com.cn/attraction/117830
菊儿胡同,"菊儿胡同位于北京东城区西北部，东起交道口南大街，西至南锣鼓巷，南邻后圆恩寺胡同，北与寿比胡同相通，属交道口街道办事处管辖。全长438米，宽6米，沥青路面。现胡同北侧大部分已拆建成楼房四合院。
菊儿胡同，明朝属昭回靖恭坊，称局儿胡同。清朝属镶黄旗，乾隆时称桔儿胡同。桔，两音。一读“洁”;一读“橘”。桔是橘的俗写。此处当以后者为是，宣统时称菊儿胡同。民国后沿称。1965年整顿地名时改称交道口南二条。“文化大革命”中一度改称大跃进路八条，后恢复原名。1979年将小菊儿胡同并入，复称菊儿胡同。
菊儿胡同内3号院，5号院，7号院是清直隶总督大学士荣禄府邸。3号院是祠堂，5号院是住宅，7号院是花园。荣禄后迁至东厂胡同。3号、5号于1986年定为东城区文物保护单位。7号院曾作过阿富汗大使馆。41号院原为寺庙。据传，庙里的开山和尚是皇帝的替僧。
南锣鼓巷出来，就近就可以到菊儿胡同。这一带已经是北京的东城，最沉重的地方也就是这里了。北京那些老城文化中最能沉淀下来的部分都以建筑的形式呈现在这里，这里的每个胡同都有着显赫的过去和令人胆颤的故事。比如说，东城菊儿胡同3号、5号和7号是清光绪大臣荣禄的宅邸",https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208121613296.jpg,暂无,,,39.939182,116.405749,https://s.visitbeijing.com.cn/attraction/117299
皇城根遗址公园,"皇城根遗址公园，建在明清北京城的第二重城垣之“东皇城根”遗址上，西邻南北河沿大街，东依晨光街，南起东长安街，北至平安大街，全长2.4公里，平均宽度为29米，宛如一条连接紫禁城和王府井商业区的绿色飘带。它以“绿色、人文”为主题，通过塑造“梅兰春雨”、“御泉夏爽”、“银枫秋色”、“松竹冬翠”四季景观，复原小段城墙、展示皇城墙基、点缀雕塑小品及借景等手法体现了历史的发展和文化的进步，在繁华的闹市中营造出清新、景致、飘逸、现代的城市环境。
皇城根遗址公园南起长安街，北至平安大街，西邻北河沿大街，东到东皇城根北街、南街。扰如一道历史的长廊把皇城根遗址、中法大学、欧美同学会、四合院、北大红楼等众多人文景观贯穿一线。皇城根遗址公园长二点八公里、宽约二十九米。公园内有石雕的明、清时期的北京地图、地下墙基遗存、复建小段旧皇城城墙、东厂和翠花胡同间的四合院、中法大学的雕塑等七大人文景致。还将点缀喷泉、小品和雕塑，构成“梅兰春雨”、“御泉夏爽”、“银枫秋色”、“松竹冬翠”等四季景致。
北京皇城根遗址公园蜿蜒向南延伸，直至长安街。宛如一条绿带，把古老的紫禁城和现代化的王府井有机联系起来，从而有了“春夏秋冬",https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207022524820.jpg,010-85115114,,,39.91303,116.40665,https://s.visitbeijing.com.cn/attraction/101932
循郡王府,"循郡王府在安定门内大街方家胡同13号、15号。循郡王名永璋，是乾隆皇帝第三子，死后追封循郡王爵。后来过继循郡王为嗣子的绵懿按贝勒府的级别修建。
西部正院(15号)是现存较少的贝勒府形制的府第，有正堂5间(已拆除)，后院还有正房和配房，东跨院属花园和生活居住区。东部是一组完整的大型四合院落，分主院、中院和后院，布局相似，有北房和东西配房。为北京市重点保护文物。",https://r1.visitbeijing.com.cn/vbj-s/2012/1227/20121227110710510.jpg,暂无,,开放时间：全天,39.94417,116.41547,https://s.visitbeijing.com.cn/attraction/101742
李鸿章祠堂,"李鸿章祠堂位于东城区西总布胡同27号，李鸿章是清道光时进士,也是清代唯一在京师建立祠堂的汉人官吏。曾任湖广总督、直隶总督兼北洋通商事务大臣，死后谥""文忠""。
　　李鸿章祠堂主要建筑有仪门、享堂及东西配房、碑亭等，现存有享堂及东西配房。李鸿章祠堂所处的西总布胡同是东单北大街路东从南往北数的第四条胡同，通往东单北大街和朝阳门南小街。明代时期，此处设有总捕衙署，清乾隆时期称这里是“总部胡同”。",https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208023410795.jpg,,,开放时间:全天,39.912329,116.423036,https://s.visitbeijing.com.cn/attraction/101724
老舍纪念馆,"作为北京市文物保护单位的老舍故居，是座普通的北京四合院，硬山隔檩，纯木结构，整个院落布局紧凑。正门坐西朝东，灰瓦门楼，门扇为黑漆油饰。进门首先映入眼帘的是座砖砌影壁，中心贴个大红“福”字做装饰。往里走是个不大的小院，只有两间南房，是为门房;往西还有个狭长小院，是老舍之子舒乙的住房;往北是一座三合院，这是故居的主体部分。进入首先看到的是一座五彩木影壁，院内正房为北房三间，左右各带一间耳房。明间和西次间为客厅，东次间为卧室，西耳房即为老舍的书房。书桌对着东门，一转身就可以拿到嵌在墙上书橱里的书籍，书桌是硬木镶大理石的。还有老舍生前用过的眼镜、钢笔、墨水瓶、烟灰缸、台灯、收音机和台历等。就在这间小屋子里，老舍写了著名话剧《方珍珠》、《龙须沟》、《茶馆》、《西望长安》及《全家福》等，还有为纪念其父而作的《神拳》等 20余部剧作。
　　此外还有大量的曲艺、散文、诗歌、论文、杂文以及未完成的自传体小说《正红旗下》。客厅中陈列着沙发、条案、硬木雕花圆桌、凳及多宝阁。南面向阳的窗台、茶几上摆着各种盆景、盆花。西墙上挂着著名国画家赠送的老舍喜爱的字画。据老舍夫人胡絜青说，原来这些字画几天就换一次，",https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208022456691.jpg,010-65599218,,开放时间:9：00--16：30(16：00停止进入)，周一闭馆,39.918617,116.40835,https://s.visitbeijing.com.cn/attraction/101721
孚郡王府,"孚郡王府在东城区朝阳门内大街137号。最初是怡亲王的新府。因康熙皇帝第十三子怡亲王允祥死后，舍原府改建成贤良寺，皇帝又另赐此地给第二代嗣王弘晓，为和旧府有别，习惯称其为怡亲王新府。当传至第六代袭王载垣，与郑亲王端华等同为顾命大臣，被慈禧皇太后夺爵赐死，府邸被朝廷收回。道光皇帝幼子奕譓道光三十年(1850)封为孚郡王，同治三年(1864)迁出皇宫居住于此称孚郡王府。因其排行第九，俗称九爷府。奕譓死后，过继载澍为嗣，袭贝勒，因而此府也称澍贝勒府。街门原在朝内北小街。今之临街大门是民国年间所辟。为北京市重点保护文物。
孚王府,也叫孚郡王府，最初是怡亲王的新府。该府是世袭递降郡王府，位于东城区朝阳门内大街路北。因康熙皇帝第十三子怡亲王允祥死后，原府改建成贤良寺，皇帝又另赐此地给第二代嗣王弘晓，为与旧府有别，习惯称其为怡亲王新府。当传至第六代袭王载垣，与郑亲王端华等同为顾命大臣，被慈禧皇太后夺爵赐死，府邸被朝廷收回。道光皇帝幼子奕譓（读hui四声）道光三十年封为孚郡王，同治三年迁出皇宫居住于此称孚郡王府。因其排行第九，俗称九爷府。奕譓（读hui四声）死后，过继载澍为嗣，袭贝勒，因而此府也称澍贝",https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210035935826.jpg,010-65130828,,开放时间:全天,39.924754,116.424872,https://s.visitbeijing.com.cn/attraction/101708
段祺瑞执政府旧址,段祺瑞执政府旧址 在东城区张自忠路3号，原名铁狮子胡同。清代这里有三座府第：东为和亲王府，中为贝勒斐苏府，西为和敬公主府。和亲王府的前身是贝子允府第。雍正十一年(1733)世宗五子弘昼改建为和亲王府。贝勒斐苏府，是清初恭亲王常颖的府第。清末，两府内的建筑全被拆除，重新建造了三组砖木结构的楼群：中间的主楼为欧洲古典式灰砖楼，东、西、北各有一座楼房。2009年10月21日晚，原段祺瑞执政府旧址大门被汽车撞毁，该处为国家级重点文物保护单位。,https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210032016971.jpg,暂无,,开放时间:全天,39.933816,116.415113,https://s.visitbeijing.com.cn/attraction/101707
段祺瑞宅,位于仓南胡同的段祺瑞宅，原是清代康熙皇帝第二十二子允祜府，在北洋政府时期被段祺瑞获得，段祺瑞在此居住后进行过改建，这所宅院占地面积22642平方，留有大殿，殿前有水池环绕，水池上有三座小桥，大殿后是方形的院落，东、西两侧各有一小四合院，宅院内的大殿、方形院、洋楼等建筑至今保存原状，是东城区重点保护文物。,https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210030129965.jpg,暂无,,开放时间:全天,,,https://s.visitbeijing.com.cn/attraction/101706
东交民巷,"东交民巷是北京最长的胡同，总长1500多米，西起天安门广场东路，东至崇文门内大街。每个城市都有大大小小的巷子，北京管这些巷子叫“胡同”，始建于元代。几百年来，这些胡同就像血管一样与北京人的生活联系在一起，在北京有名胡同三百六，无名胡同赛牛毛，这句俗语广为流传，可见北京胡同的密布情况。现如今，这些历史悠久的老胡同里每天都上演着北京人的故事，记载着千年古都的历史变迁。
　　东交民巷诞生于13世纪末，那时候江南粮食要通过大运河运到元大都，是在这里卸放，所以这条巷子在当时称为“江米巷”，永乐十八年，朱棣迁都北京，这条“江米巷”就成了城里的一条长街。这是北京最长的一条胡同，在旧中国时这里是使馆区。",https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210105352607.jpg,暂无,,开放时间:全天,39.928359,116.416334,https://s.visitbeijing.com.cn/attraction/101703
大公主府,大公主府原位于东城区，在同治八年时改为咸丰皇帝女儿荣安固轮公主府邸，后转赐给荣寿固轮公主，因荣寿公主是恭亲王长女，所以是“大公主府”。那为什么恭亲王的长女一不叫“郡主”，而是称为“公主”呢?因为慈禧太后很喜欢恭亲王这位女儿，所以收为了养女，因此自然就成了“公主”。1985年大公主府被迁到了密云县白河郊野公园，分门殿、正殿、寝宫门、寝殿、后罩楼五进院落。,https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210093900931.jpg,010-69043124,,开放时间:9:00-17:00,40.475309,116.854003,https://s.visitbeijing.com.cn/attraction/101699
天坛公园,"天坛位于北京市崇文区在永定门内大街路东。原是明清两代皇帝祭祀皇天上帝的场所，始建于明永乐十八年 (1420 年 ), 以后经过不断的改扩建，至清乾隆年间最终建成。天坛占地达 273 万平方米主要建筑有祈年殿、圜丘、 皇穹宇、斋宫、神乐署、牺牲所等。1918 年辟为公园。
　　天坛分为内、外两坛，内坛由圜丘、祈谷坛两部分组成，内坛北部是祈谷坛，内坛南部是圜丘坛，一条 360 米长的丹陛桥连缀两坛，两坛的主要建筑就集中在丹陛桥两端，丹陛桥南端有圜丘、皇穹宇，北端有祈年殿、皇乾殿。丹陛桥也称海攫大道 , 是一条巨大的砖砌高台商道，也是天坛建筑的主轴线。在丹陛桥的东侧建有与天坛祭祀功能相适应的附属建筑：宰牲亭、神厨、神库 等。丹陛桥西侧有斋宫 , 斋宫是举行祭天大典前皇帝进行斋戒的场所。外坛为林区 , 广植树木，外坛的西南部有神乐署，是明清时期演习祭祀礼乐及培训祭祀乐舞生的场所。从明永乐十八年 (1420 年 ) 北京天地坛初建成时开始，天坛作为皇帝祭祀皇天上帝的专用祭坛的历史一直延续了 490 余年，1911年爆发的辛亥革命结束了中国两千余年的封建帝制，也结束了贯穿中国历史达五千年的祭",https://r1.visitbeijing.com.cn/vbj-s/2015/1120/20151120050625885.jpg,010-67028866,,公园开放时间旺季(4月1日-10月31日)：6:00开园，21:00停止入园，22:00闭园淡季(11月1日-3月31日)：6:30开园，21:00停止入园，22:00闭园景点院落开放时间包括祈年殿、回音壁、圜丘、斋宫、北神厨、北宰牲亭。旺季(4月1日-10月31日)：8:00开门，17:30停止进入，18:00关门淡季(11月1日-3月31日)：8:00开门，16:30停止进入，17:00关门以上景点逢周一关闭(法定节假日除外)。,39.875276,116.413485,https://s.visitbeijing.com.cn/attraction/101409
纪晓岚故居,"纪晓岚故居是一所两进四合院，紧临晋阳饭庄。故宅中旧物有前院的藤萝，后院的海棠，均为纪晓岚亲手栽种的。据说海棠树还记录了主人公的一段恋爱史。
　　走进阅微草堂，最引人注目的是陈列在展柜里的那杆长长的旱烟袋锅。人所共知，纪晓岚吸烟成癖，烟瘾奇大。他的旱烟袋锅是特别订做的，一次能装三四两烟丝，编纂《四库全书》时，他从槐西老屋走到圆明园，只吸完一半，于是就落下了一个“纪大烟袋”的绰号。",https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206105451916.jpg,010-63036712,,开放时间：9:00-17:00,39.890777,116.394553,https://s.visitbeijing.com.cn/attraction/101363
南锣鼓巷,"南锣鼓巷是北京最古老的街区之一，也位列规划中的25片旧城保护区之中。南锣鼓巷南北走向，北起鼓楼东大街, 南止地安门东大街， 全长786米， 宽8米，与元大都(1267年)同期建成， 是我国唯一完整保存着元代胡同院落肌理、规模最大、品级最高、资源最丰富的棋盘式传统民居区。
在元大都“左祖右社, 面朝后市”的城市格 局中, 南锣鼓巷是“后市”的组成部分。元代, 以南锣鼓巷为轴线, 东侧地区属昭回坊, 西侧地区属靖恭坊。明代属昭回靖恭坊。清代乾隆年间属镶黄旗, 光绪末年至宣统年间属 内左三区。民国时期属内五区。东西各有8条胡同整齐排列着， 呈“鱼骨状”, 又如同一条“蜈蚣”。因此, 南锣鼓巷也 称为“蜈蚣巷”。从南向北，西面的8条胡同是福祥胡同、蓑衣胡同、雨儿胡同、帽儿胡同、景阳胡同、沙井胡同、黑芝麻胡同、前鼓楼苑胡同；东边的8条胡同是炒豆胡同、板厂胡同、东棉花胡同、北兵马司胡同、秦老胡同、前圆恩寺胡同、后圆恩寺胡同、菊儿胡同。这些胡同在元朝时没有名称，名称是明朝以后逐渐演变来的。比如菊儿胡同，明代叫局儿胡同，后来改称橘儿胡同，清代宣统时才称菊儿胡同，后延续至今。她里坊，是中国古代居住区组",https://r1.visitbeijing.com.cn/vbj-s/2020/0509/20200509042230914.jpg,暂无,,开放时间:全天,39.933383,116.402405,https://s.visitbeijing.com.cn/attraction/101328
烟袋斜街,烟袋斜街位于地安门外大街鼓楼前，什刹海前海北侧，东起地安门大街，西至小石碑胡同与鸦儿胡同相连，北起大石碑胡同，南至前海北沿，街区占地14公顷。此街东西斜形走向，全长232米，宽5—6米，街道两侧建筑典雅朴素，颇具明清传统风格，其前店后居的形式呈现出古风犹存的市井风情，充分展现出浓郁的老北京传统风貌。烟袋斜街出现于元代，与元大都的建设休戚与共。刘秉忠修建大都城使鼓楼地区形成商业中心，郭守敬开凿通惠河使积水潭成为北京的古海港，周边地区形成斜街。随着河道形成街巷，人们为了方便抄近路出行，久而久之，走出了烟袋斜街。,https://r1.visitbeijing.com.cn/vbj-s/2020/0616/20200616022205213.jpg,暂无,,开放时间:全天,39.94076,116.39595,https://s.visitbeijing.com.cn/attraction/101270
东棉花胡同,呈东西走向，东起交道口南大街，西止南锣鼓巷，南邻板厂胡同，北有支巷通北兵马司胡同。全长448米，宽6米。两侧门牌3-39号，空缺1、37号;2-40号，空缺4、6、10等5个号。明朝属昭回靖恭坊，称棉花胡同。清朝属镶黄旗，沿称。据传，此处曾是棉花市场，故名。1979年为区别西城区棉花胡同改为东棉花胡同。现胡同内有中央戏剧学院、东城区城市管理监察大队交道口分队、交道口街道社会保障事务所等单位。,https://r1.visitbeijing.com.cn/vbj-s/2015/0811/20150811031719814.jpg,暂无,,开放时间:全天,39.942009,116.408755,https://s.visitbeijing.com.cn/attraction/101266
帽儿胡同,帽儿胡同是北京城最著名胡同之一，是京城十大胡同之一，排行第四位。帽儿胡同位于北京老城区地安门与鼓楼间，全长585米，宽7米。明朝时期帽儿胡同被称为梓潼庙文昌宫，帽儿胡同这个名字是从清朝时改的。文昌宫是供奉文昌帝的地方，文昌帝就是人们所知的文曲星，在神话中是掌管文运的神仙。如今，建在文昌宫基址的是帽儿胡同小学，帽儿胡同9号和11号是可园，是京城最有代表性的私家园林之一，35号、37号是末代婉容的故居，除了婉容之外，这条胡同内还住过很多名人，例如洪承畴和冯国璋。,https://r1.visitbeijing.com.cn/vbj-s/2015/0811/20150811025735759.jpg,暂无,,开放时间:全天,39.936379,116.398791,https://s.visitbeijing.com.cn/attraction/101259
荣禄故宅,荣禄故宅位于东城区交道口南，属于区级文物保护单位，荣禄故居宅院坐北朝南，共有3个部分，西边为洋式楼房，东边为住宅区，中间为花园，是五进院落。宅院包括倒座、过厅、正房、两进家祠，其中倒座房三间，过厅三间，都是硬山灰筒瓦顶，正房有三间，两则有耳房两间，前面是月台三出陛。东西厢房各有三间，带走廊，带雀替。院落的门窗和正房内的装修风格都是清朝时期的样式。原来院中间有个花园，但已全部拆除，改成了宿舍楼。这处宅院原是荣禄父亲的宅院，后来荣禄搬到了东厂胡同，菊儿胡同祖宅出售给了外人，因此被分割成多个宅院。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206040821245.jpg,暂无,,开放时间：9：00-16：00,39.939335,116.407748,https://s.visitbeijing.com.cn/attraction/101217
茅盾故居,"茅盾故居著名的有两处，一处在乌镇，一处在北京，位于北京的茅盾故居在东城区交道口后面的圆恩寺胡同内，现属于市文物保护单位。茅盾先生于1974～1981年在此居住，故居的格局为二进四合院，总占地面积约878平方米。在院内门内影壁上镶有邓颖超题的“茅盾故居”。故居前院北房三间，东西厢房各三间，倒座房六间。
茅盾先生在解放后一直住在东四头条203号文化部宿舍，周扬和阳翰笙是他的邻居，1974年搬到了后圆恩寺，茅盾先生是在这个小院中度过了他最后的7年时光。茅盾先生逝世后，这处故居变为陈列馆，并对外开放。其中故居的前院有两个陈列室，陈列的物品是有关茅盾先生生前的照片和手稿、作品、信件等实物。后院正房6间安放着茅盾夫人孔德沾女士的黑漆镂花骨灰盒。",https://r1.visitbeijing.com.cn/vbj-s/2015/0810/20150810023801816.jpg,010-64040520,,开放时间：9：00-16：00（周一闭馆）,39.93861,116.40474,https://s.visitbeijing.com.cn/attraction/101202
砖塔胡同,"砖塔胡同位于西四牌楼附近，砖塔胡同这一名称，来自于矗立在胡同中的一座青砖古塔，这座塔是元代名臣耶律楚材的老师，金元之际的高僧万松老人的葬骨塔。万松老人塔的精确塔龄已不可考，但根据史料推断，肯定在六百年以上，而砖塔胡同的年龄亦应与此相仿。明人张爵所著《京师五城坊巷胡同集》（成书于嘉靖三十九年）、清人吴长元所著《宸垣识略》（成书于乾隆五十三年），均把砖塔胡同作为京城古迹加以收录，由此亦可以推断砖塔胡同历史之久远。
　　元代北京的胡同名称，保留到今天的已为数不多。位于西四丁字路口以西的砖塔胡同就是其中的一条，至今已有七百多年的历史了。
　　关于砖塔胡同的古老，我们可以从元人李好古的杂剧《张生煮海》中找到佐证。在剧的第一折中张生与龙女定情后，家童凑趣，与龙女的侍女梅香调情。家童云:“梅香姐，你与我些儿什么信物！”侍女云:“我与你把破蒲扇，拿去家里扇煤火去！”家童云:“我到哪里寻你？”侍女云:“你去那羊市角头砖塔胡同总铺门前来寻我。”足证元大都城里，已有砖塔胡同。至于“羊市”则应指砖塔胡同旁边的羊肉胡同，同样历史悠久。
　　砖塔胡同因胡同东口有一座八角七重檐的青灰色砖塔而得名。此塔名为",https://r1.visitbeijing.com.cn/vbj-s/2017/0417/20170417061300730.jpg,,,,39.885344,116.370655,https://s.visitbeijing.com.cn/attraction/120316
杨梅竹斜街,杨梅竹斜街长496米，东起煤市街，西到延寿街。明代称“斜街”，因为该街的走向自东北向西南倾斜，故得名。清朝乾隆十五年(1750年)《京城全图》中，标注为“杨媒斜街”。据说这是因为清朝前期这条斜街居住着一位善于说媒的杨媒婆。清朝光绪年间，谐音并雅化为“杨梅竹斜街”。1965年北京市整顿地名时，将喜兴胡同(杨梅竹斜街南侧短小的死胡同)以及一尺大街(位于杨梅竹斜街最西端，桐梓胡同至樱桃胡同北口之间)并入。杨梅竹斜街与附近的铁树斜街(原名李铁拐斜街)、樱桃斜街、棕树斜街(原名王广福斜街)都是人走出来的。元朝灭金朝后，元朝政府放弃金中都城，在金中都城东北面另建元大都城。金中都城的施仁门(位于今虎坊桥西侧)内的丁字街(位于今菜市口附近)是一个繁华市场。新建的元大都城的商业尚没有发展起来，所以大都城内的百姓很多都到中都城购买所需物品。出大都城丽正门(今正阳门)向西南到丁字街，逐渐被百姓们走出一条从东北向西南的道路，便是这些斜街的来历。日本编写的《北京案内》一书载:“在八大胡同，号称妓女八千。”建国以后，政府下令取缔娼妓，原先的妓女，经过学习、训练、治病，开始了新的生活。,https://r1.visitbeijing.com.cn/vbj-s/2016/0901/20160901032150528.jpg,暂无,,开放时间：全天,,,https://s.visitbeijing.com.cn/attraction/119565
北京郭守敬纪念馆,"北京郭守敬纪念馆于1988年建成并对社会开放,为北京市首批免费开放博物馆。先后被授予西城区爱国主义教育基地、北京市科普教育基地等多项称号。
纪念馆基本陈列以《世界名人郭守敬•世界遗产大运河》为主题，系统介绍郭守敬一生的功绩及其对北京城市历史发展的贡献。通过多种创新的展陈形式，生动地展示了郭守敬在中国古代天文、水利等方面所取得的成绩，更用心诠释了大运河在凝聚民族文化、承载中华传统方面的巨大成就。",https://r1.visitbeijing.com.cn/vbj-s/2019/1112/20191112030508926.jpg,010-83224626,,,39.948285,116.374217,https://s.visitbeijing.com.cn/attraction/118149
北京醇亲王府,醇亲王府位于后海北沿。前身是清初大学士明珠的宅第。乾隆五十四年封其十一子永瑆为成亲王，并将明珠府赐永瑆。随即按王府规制改建。此府传至毓橚时，被赐予醇亲王奕譞。奕譞的原王府在西城区太平湖东里(今中央音乐学院)。因光绪帝生于此府，成为潜邸，故光绪继位后醇王必须迁出。为区别，醇王原在太平湖的王府称南府，后海北沿的新王府称北府。,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108010010508.jpg,64044205,,,39.942532,116.387325,https://s.visitbeijing.com.cn/attraction/118071
